id,essay,prompt,formal_register,thematic_coherence,narrative_rhetorical_structure,cohesion
888,"[T] a menina que Sabia Pintar
[P] era uma vez uma menina que
amava Pintar certa vez ela fez uma Pintura
Super linda eu tinha adorado a Pintura que
ela tinha feito é eu [x] Para ela fazer uma
Pintura Para mim é ela tinha dizido que
ela não ia fazer a Pintura que eu tinha
Pedido Para ela fazer é eu diser não Precisava
fazer mais aquela casa e eu fui la na
casa da Pintora dela é ela mais uma
vez tinha dizido que não ia fazer é eu
tinha iSSistindo a Pintura que ela tinha
feito é eu fui Para minha casa é
mais uma vez fiquei la So PenSando
naquele deSenho que ela tinha Posta
do – na internet é mais uma vez eu
fui la na casa da Pintora Pediu Para
ela fazer a [x] e eu iSSistir
Para ela fazer o deSenho é ela me diSer
que ela ia fazer o deSenho Para mim
é eu feliz é alegre Pulando de alegria","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
362,"[T] A nenine Feliz
[P] um lindo dia uma nenena chamada laura estava
muito triste porque ela queria pinta nas ela
esquecia de compra quando ai ao nercado e um dia
ela foi em uma loja compra os naterias escolar
para ir estudar então no outro dia a nenena foi
a escola e na escola tinha um concuso de pintura
e esse concuso era para Sexta - feira escola dela os
pois de laura falaram que era bem interesante então
a laura [X] si podia participar do concuso os pois de
laura [X] sim laura ficou muito feliz au saber
que podia participar então laura foi [X] para
seus pas que não tinha tinta para pintar então
os pais de laura falaram vamos compra então
quando laura chegau em casa foi logo pinta 
nas já era s noite os pais de laura falaram
filha vai dormir qui ananhã é o dia do concoso
laura logo foi dorni e chegou o dia tão esperado
o dia do concuso laura foi logo feliz com um 
sorriso lindo no rosto fez um pintura 
muito bonita ela recebeu varios elogios e ela 
ganho o concuso os pais de laura ficaram
muito feliz que sua filha tirou um 10 e tambem
e ganhou 12 [X] para pinta.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
237,"[T] A Pracinha
[P] Era uma vez eu tava numa Pracinha Com minha Bicicleta Ai Passou
um vento [?] as Folhas Ficou Ser espalhando DerePente eu me
assustei ai eu Chamei mninha Amiga Sissees Que tava
oucupada nesse dia minha Amiga mim DecePicionou nunca mais eu
Falei com Aquela Falsa então eu liguei Para minha mãe e Pai liguei
Primeiro Para minha mãe minha tava Sem internet liguei Para
meu Pai atendeu [?] Perguntou oque é eu Falei vem oque na
Pracinha Rápido meu Pai dizer tábom tchau vou só Pegar o carro
meu Pai Quando Ele chegou eu Falei:- Pai ainda Bem Quer osinhor
chegou A tempo:- Sua voz Parecia tão nervosa Senta Ai Pra mim
Falar oque aconteceu ta Bom eu tava Sentada com a minha
Bicicleta ai Passou um vento Fresquinho ai a Folha Ficou [?]
espalhando Pela a Pracinha Pai cader mãe Ela esta Aonde Ela tá
na casa tua tia Puriso quer Ela não mim Atendeu NE Pai
lar não tem internet Alta osinhor tava Aonde Eu tava em
casa assistindo no Celular Alta Bora Pra casa Pai vamos logo
minha Filha.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
532,"[T] Fui a vários lugares
[P] fui a vários lugares, já viajei muito, fui a várias cidades, Aracaju,Mace-
ió, Joao Bssoa, Santos, Chapada Diamantina, Alagoinhas e Morro de São
Paulo.
[P] Em Maceió a noite eu gostava de ir a varanda da pousada com meu
urso de pelúcia que meu pai trousse de Porto de Galinhas e olhar a 
água da praia batendo na calçada.
[P] Em Alagoinhas fui visitar minha tia, briguei muito com meu 
primo de segundo grau e minha irmã, bricamos de pega-pega, escon-
de-esconde, pique-esconde, pique-alto, pique-ajuda, policia e ladrão e bata-
ta quente.
[P] Na Chapada Diamantina fui eu, meu pai, minha prima e minhas duas
tias, no primeiro dia fomos para uma cachoeira e pro Pai inácio, no
segundo dia fomos para mais duas cachoeiras e no terceiro dia
fomos para o poço Azul e depois fomos para casa.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,1,4,4
2,"	Chovia muito naquele dia, com trovões muito altos,
vindos do céu. E depois que a chuva passou encontrei no
quintal da minha cada uma pedra muito gigante brilhante não
acreditei no que estava vendo, estava encantada com aquilo
peguei e fui lá para dentro sem acreditar e guardei em um
cofre, sem saber se realmente era real","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",4,3,3,4
6,"	Era um dia muito chuvoso quando eu achei aquela pedra
Preciosa quando eu vi a quela coisa, brilhosa, eu achei que
 era vidro mas quando eu peguei eu vi que era um diamante/nfiquei muito feliz. e levei para ver se era real, quando
che gueila, era real mas o cara queria comprar, de mim
de qual quer jeito mas não, vendir afinal não e todo
 dia que acho um diamante verdadeiro","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",3,3,3,3
901,"[T] a pintura dos animais
[P] Certo dia minha mãe manto eu [X] o meu quarto
achei tinta então resolve fazer [X] pintura no meu guarto chmei
meus amigos para pinta e pintamos munto desenho foram
cachoro, girafa-, leão, coelho hipopotamo borboleta e mil animais, achei 
gue minha mae não ia ver
[S] [P] Ela abriu a pota do meu guarto e brigou, eu come
o chorar, guanto eu olhei os desenhos e estava desaparecido eu fiquei
muito triste e confuso olhei a televisão e [X] que aquele tinta
era magica, fiquei muito feliz. Eu e meu amigo começamos a alim
a bagunsa que agente fez,ele foi para sua casa eu estava muito 
cansado","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
311,"[T] A menina e as tintas 
certo dia, a menina foi brincar no terraço 
com seus amigos e lá ela encontrou 
as tintas, então fizeram muitos desenhos nas
paredes. só que a algria não durou muito 
tempo. O pai da menina a chego e pediu para
que ela limpasse toda tinta da parede, ela limpo 
tudo e em seguida, chamou seus amigos
e foram procurar outros lugares para fazerem
novas pinturas.
[P] encontraram uma garagem abandonada 
perto da sua casa e resolveram  criar lindos 
desenhos naquele lugar. Eles se divertiram 
bastantes e deixaram tudo muito lindo e 
colorido.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,4,5,5
1060,"[T]As tintas que encontrei em cima do armário
[P] Em um dia bem chuvoso não tinha nada para fazer então, eu encontrei
tintas em cima do armário bem é claro que eu ama, não resisti e peguei as
tintas.
[P] Depois de um tempo almoçando quando eu voltei as tintas tinham su-
mido, então eu procurei por toda a casa procurei, no meu quarto, no quarto da
minha irmã, no quarto da minha mãe, nos banheiros da minha casa, procurei na
sala e nada depois fui perguntar a mainha, minha mãe ao meu pai eles
diseram que não pegaram, eu chorei muito.
[P] Depois eu me lembrei de uma coisa esqueci de perguntar a minha irmã.
quando fui perguntar ela não estava  lá, perguntei ao meu pai se ele viu
a minha irmã ele disse que não viu, então fui perguntar a minha mãe ela
disse que ela saiu então eu me lembrei que tinha emprestado as minhas
tintas para minha irmã.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,4,4
912,"[T] cadê o balde de tinta
Eu estava no meu quarto procurando meu pop it
quando eu achei um balde de tinta então eu peguei
e resolvi pintar a parede do meu quarto quando eu
fui en na padaria comprar Dois reais de coxinha
a moça disse que ia ali rapidinho trocar o dinheiro
porque tinha levado cinco reais e ela tinha que [?]
dar três reais mas eu não ouvi então voutei para casa
quando eu cheguei em casa mamãe disse
- cadê o troco? eu disse que troco? o troco da
coxinha ata ela disse cadê?
eu disse que esqueci mas tudo bem eu.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
522,"[T] Eu e minha familia
[P] Era uma vez que uma menina que tava muito entediada ela foi no
armário para ver setinha alguma coisa para ela brincar.
ela abri o armario e encomtro algu pote de tinta e teve.
uma grande ideia ela resolvel pinta a parede do quarto dela.
ela chamou toda sua familia dela chamou primo irmão tia tio.
eles fizera muito desenhos lindo e resolvera um grande avião grande.
e chamou o pai e a sua mãe para fazer todos juntos ele ficara.
brincando a te tarde eles fizera uma grande casa de papel.
e pintara juntas a casa juntas.
a família eles fizera uma linda casa de papel
[P] eles vevera feliz Para sempre ! ! [S]
[P] fim !","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
643,"[T] O livro magia
[P] Um dia eu estava lendo um livro mas de repente
o livro Começou a voar, Naquele momento eu fiquei assustado, 
mas eu achei que um livro na minha casa era especial e 
em seguida eu segui o livro ate ele para em uma caverna
iluminada por pedrinhas brilhantes entrei na caverna e encontrei
um menino perdido, perguntei por que ele estava em um cantinho
da caverna e o menino respondeu que ele estava procurando, eu pego
menino para vende, eu perguntei qual era o nome do menino e ele
disse que era vinicios, Como eu tinha decorado o caminho para
sair chamei vinicios para ir em bora e procurar os nosso pais,
ele aceitou mas no meio do caminho encontramos um urso dormindo
eu e vinicios tentamos passar por cima do urso quando Conseguimos
pisei em uma Pequena pedra que fez barulho significante para acordar
o urso que fez um rugido bem alto! e eu falei: corre! fumos
mais rapido possivel ate encontrar uma luz que significava a
saida da caverna, nos encontramos a saida (como urso seguindo)
Nos saimos da caverna e bem na hora que o urso ia saindo 
o livro magico fez uma barreira para que o urso não saisse da
caverna, encontramos nosso pais e falamos o que aconteceu e 
acontecido (com o livro) e ele ficou sabendo que foi um Anjo da gua
rda que ensinou o livro magico para salvar o menino vinicios e 
slvar do urso. FIM","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
215,"[T] A Menina e as tintas 
a menina foi desenhar e quando ela [X]  não tava mais a 
 tinta na Parede ela foi falar Pra mãe e ela foi dezenhar denovo 
  ai ela que a tinta não ci misturava vio que as tintas tudo misturada
no chão e de Pois a mãe de lla foi Para casa da vovó e a vó 
falou que não ci misturava Por que a tinta da Parede não Pegava  
Por que a tinta era Preta","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,2
1011,"[T]A borboleta
[P]Era uma vez, uma linda lagarta que se chama Lua ela 
era bem feliz, ela tinha varias amigas, teve um dia que ela estava
bem triste porque ela não tinha ganhado suas asas e suas amigas
jatinha ganhado as asas delas ai ela parou e pençou, porque eu 
não tenho asas. 
A amiga falou!
- amiga você consegue ter suas asas é só ter paciencia! 
A lagarta Lua falou!
- obrigada amiga pelo apoio!
certo dia a lagartinha Lua acordou e viu que estava com suas a-
sas ela pulou da cama muito feliz e foi contar para as am-
igas. 
A lagarta Lua falou!
- amiga consegui minhas asas! 
A amiga falou!
- Que legal amiga estou muito feliz por você!
Elas fiseram uma festa bem linda, dançaram, cantaram e fiz-
eram tudo de bom.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
27,"1 uma menina encontrou varios potes de tinta  resoveu pintar
2 a parede de seu quarto enquanto isso ela foi beber agua e quand
3 chegou não tinha tinta nenhuma ela achou muito estranho
4 então peguntou a mãe e a mãe explico tudo direito a ela
se ela disse (mãe como a senhora é inteligente minha nossa
você é a melhor mãe domundo) a mãe respondeu: e você támbem
é o melhor filho do mundo mamãe te ama) A menina ficou muito
feliz e daqule dia em diante a menina quis aprender mais com
a sua mãe e a nunca mais pegou aquelas tintas vencida
ela se tornou outra menina e inteligente e esforçada e 
dedicada ela começou a se amar e a se cuidar cad
vez mais ela se adornava ela pedia todas as [X]
que ea dormir para a mçae contar uma historia legal
e divertida ela quando ea a escola ficava
pensando das coisas que a mãe dizia na
casa dela por ser tão interessantes ela ficava
Penssando e penssando nas belas coisas que
a mãe disia e disia a mçae e tão legal tão dive-
tida e é isso que uma criança precisa de amor
conforto uma criança precisa de tudo isso.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
1190,"[t]      A árvore
[p] Era um lindo dia, eu estava voltando da escola sozinha
porque eu e meu amigo tinhamos combinado de nos enco-
mtrarmos no banco velho do parque para fazer um pique-
nique eu cheguei e ele ainda não estava la mais eu ia esperar, eu
não era paciente mais não tinha o que fazer.
[p] Eu centei no banco velho e fiquei viagando no mundo da lua só
por 3 segundo porque depois disso caiu um galho bem no banco
velho e como esperado ele se despedaçou e eu cai no chão quando eu olhe-
i pra cima pra ver como a árvore estava eu me surpriendi a árvore a árvo-
re estava acabada.
[p] uns locais da árvore estavam sem a casca outros queimados 
a árvore estava seca e dessidratada eu peguei minha garrafinha de 
água e joguei água nela e eu falei - senhorita árvore espero que no futu-
ro você esteja melhor. Nesse momento o meu amigo chegou e me ouviu
falando sozinha.
[p]Ele disse - você e maluca!  mais antes que eu pudesse me defender a ár-
vore falou ela disse - obrigada pela água vocês podem me ajudar?  nos
dois ficamos de boca aberta e imoveis se não se não ja teriamos saido
correndo mais ai ela disse - por favor não  se assustem eu so quero
ajudapor algum motivo eu disse.
só se você disser por favor meus queridinhos do coração e ela repetiu o 
mesmo que eu falei, e eu disse tudo bem então qual é o favor? ela disse - eu
quero que vocês cudem de mim eu disse - que? ela disse coisa como regar e
botar esterco sabe? eu disse um pouco relutante - a tudo bem eu acho,
vou perguntar pro meu amigo. Eu disse e por sinal cade ele? eu olhei pra
baixo e só vi as pegadas então eu ia cuidar dela da árvore sozi-
nha. Depois de muito tempo a árvore ficou muito bela ela estava
agradecida e eu satisfeita.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,1,5,3
